id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
8385,1KS1,small_airport,"Cochran Airport",38.458899,-95.226531,1005,NA,"United States",US,Kansas,US-KS,KS,Richmond,0,1KS1,,1KS1,,,,50,2022-08-07T16:22:01+00:00
8387,1KS3,small_airport,"Leo's Place Airport",39.303992,-96.759431,1350,NA,"United States",US,Kansas,US-KS,KS,Riley,0,1KS3,,1KS3,,,,50,2023-01-14T17:47:13+00:00
11493,4KS7,small_airport,"Butler Airpark",37.55889892578125,-97.06500244140625,1310,NA,"United States",US,Kansas,US-KS,KS,"Rose Hill",0,4KS7,,4KS7,,,,50,2008-06-13T14:30:04+00:00
8390,1KS6,small_airport,"Silers Plane Valley Airport",38.86669921875,-97.5363998413086,1204,NA,"United States",US,Kansas,US-KS,KS,Salina,0,1KS6,,1KS6,,,,50,2008-06-13T14:30:04+00:00
11244,48KS,small_airport,"R F Roesner Airport",38.811100006103516,-97.431396484375,1230,NA,"United States",US,Kansas,US-KS,KS,Salina,0,48KS,,48KS,,,,50,2008-06-13T14:30:04+00:00
12174,58KS,small_airport,"Burger's Valley Airport",38.92219924926758,-97.70860290527344,1325,NA,"United States",US,Kansas,US-KS,KS,Salina,0,58KS,,58KS,,,,50,2008-06-13T14:30:04+00:00
15777,9KS9,small_airport,"Dmh Airport",38.79079818725586,-97.61830139160156,1272,NA,"United States",US,Kansas,US-KS,KS,Salina,0,9KS9,,9KS9,,,,50,2008-06-13T14:30:04+00:00
24580,SN00,small_airport,"J Roesner Airport",38.846900939941406,-97.55030059814453,1211,NA,"United States",US,Kansas,US-KS,KS,Salina,0,SN00,,SN00,,,,50,2008-06-13T14:30:04+00:00
346624,US-4864,small_airport,"Tamarack Landing",38.845428,-97.50495,1215,NA,"United States",US,Kansas,US-KS,KS,Salina,0,17KS,,17KS,,,,50,2021-07-25T11:23:57+00:00
8391,1KS7,small_airport,"Hitch Feeders Ii Inc. Airport",37.67359924316406,-101.01699829101562,3028,NA,"United States",US,Kansas,US-KS,KS,Satanta,0,1KS7,,1KS7,,,,50,2008-06-13T14:30:04+00:00
18482,K1K9,small_airport,"Satanta Municipal Airport",37.45640182495117,-100.98400115966797,2976,NA,"United States",US,Kansas,US-KS,KS,Satanta,0,K1K9,,1K9,,,,50,2008-06-13T14:30:04+00:00
24673,SN98,small_airport,"Anton Flying Uv Airport",37.420799255371094,-100.94200134277344,2954,NA,"United States",US,Kansas,US-KS,KS,Satanta,0,SN98,,SN98,,,,50,2008-06-13T14:30:04+00:00
8392,1KS8,small_airport,"Buehler Airport",38.51530075073242,-100.99500274658203,3038,NA,"United States",US,Kansas,US-KS,KS,"Scott City",0,1KS8,,1KS8,,,,50,2008-06-13T14:30:04+00:00
13894,76KS,closed,"Prima Airport",38.2584,-100.879997,2915,NA,"United States",US,Kansas,US-KS,KS,"Scott City",0,,,,,,76KS,50,2020-04-24T02:27:30+00:00
9489,2KS0,small_airport,"Rupp Airport",37.20669937133789,-96.07689666748047,1000,NA,"United States",US,Kansas,US-KS,KS,Sedan,0,2KS0,,2KS0,,,,50,2008-06-13T14:30:04+00:00
7768,12KS,small_airport,"Sooter Airport",37.935298919677734,-97.48780059814453,1420,NA,"United States",US,Kansas,US-KS,KS,Sedgwick,0,12KS,,12KS,,,,50,2008-06-13T14:30:04+00:00
14182,7KS9,small_airport,"Eagle Field",37.849197,-97.510239,1379,NA,"United States",US,Kansas,US-KS,KS,Sedgwick,0,7KS9,,7KS9,,,,50,2022-11-02T12:56:31+00:00
13326,6KS2,small_airport,"Stevenson Private Airport",39.44169998168945,-100.62999725341797,2940,NA,"United States",US,Kansas,US-KS,KS,Selden,0,6KS2,,6KS2,,,,50,2008-06-13T14:30:04+00:00
12868,62K,small_airport,"Seneca Municipal Airport",39.847198486328125,-96.11280059814453,1270,NA,"United States",US,Kansas,US-KS,KS,Seneca,0,62K,,62K,,,,50,2008-06-13T14:30:04+00:00
322067,US-0397,small_airport,"Heinen Airport",39.779366,-96.004127,1318,NA,"United States",US,Kansas,US-KS,KS,Seneca,0,63KS,,63KS,,,,50,2017-02-05T14:08:47+00:00
322196,2KS6,small_airport,"Flying H Airport",39.750379,-96.026783,1192,NA,"United States",US,Kansas,US-KS,KS,Seneca,0,2KS6,,2KS6,,,,50,2017-02-18T17:38:11+00:00
345802,93KS,small_airport,"Ronnebaum Airfield",39.78,-96.084722,1280,NA,"United States",US,Kansas,US-KS,KS,Seneca,0,93KS,,93KS,,,,50,2021-06-25T19:58:52+00:00
9490,2KS1,small_airport,"Rush Airport",39.77439880371094,-95.2510986328125,950,NA,"United States",US,Kansas,US-KS,KS,Severance,0,2KS1,,2KS1,,,,50,2008-06-13T14:30:04+00:00
