id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
343209,US-3710,small_airport,"Wide Load Airstrip",39.11422,-119.11104,4324,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,,50,2021-04-18T13:25:51+00:00
344418,US-4105,small_airport,"Desert Bighorn Flat Airstrip",38.93999,-118.97846,,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,,50,2021-05-13T15:16:52+00:00
344419,US-4106,small_airport,"Easy Street Airstrip",39.06709,-119.32247,,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,,50,2021-05-13T15:17:56+00:00
344420,US-4107,small_airport,"Gold Mine Airstrip",39.0739,-119.33564,,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,"Minnesota Mine",50,2021-05-13T15:18:55+00:00
344421,US-4108,small_airport,"Gold Mine Number 2 Airstrip",39.07119,-119.33769,,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,"Minnesota Mine",50,2021-05-13T15:19:49+00:00
349939,US-5821,small_airport,"Nish Ag Air Airport",39.03227,-119.17657,4364,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,,50,2021-11-23T10:50:42+00:00
23326,NV15,heliport,"Carson-Tahoe Regional Medical Center Heliport",39.20280075073242,-119.78399658203125,4850,NA,"United States",US,Nevada,US-NV,NV,"Carson City",0,NV15,,NV15,,,,25,2008-06-13T14:30:04+00:00
23363,NV60,heliport,"Carson-Tahoe Hospital Heliport",39.17129898071289,-119.77200317382812,4710,NA,"United States",US,Nevada,US-NV,NV,"Carson City",0,NV60,,NV60,,,,25,2008-06-13T14:30:04+00:00
8556,1NV2,heliport,"Lake Las Vegas Heliport",36.12480163574219,-114.90899658203125,1380,NA,"United States",US,Nevada,US-NV,NV,Henderson,0,1NV2,,1NV2,,,,25,2008-06-13T14:30:04+00:00
23335,NV25,heliport,"St Rose de Lima Dominican Hospital Heliport",36.038126,-114.984623,1890,NA,"United States",US,Nevada,US-NV,NV,Henderson,0,NV25,,NV25,,,,25,2021-02-10T14:17:21+00:00
23342,NV32,heliport,"Nev Fish & Game Reg III Headquarters Heliport",36.1875,-115.20400238,2200,NA,"United States",US,Nevada,US-NV,NV,"Las Vegas",0,NV32,,NV32,,,,25,2009-12-26T15:06:32+00:00
